osmid,y,x,street_count,ref,highway,geometry
29795957,45.5088663,-73.5616579,4,,,POINT (-73.5616579 45.5088663)
29796354,45.5077404,-73.5626294,4,,,POINT (-73.5626294 45.5077404)
29796362,45.5019999,-73.567378,4,,,POINT (-73.567378 45.5019999)
29796758,45.4901593,-73.5785543,3,,,POINT (-73.5785543 45.4901593)
29796846,45.4949213,-73.5964307,4,,,POINT (-73.5964307 45.4949213)
29796963,45.5018414,-73.5765662,4,601,,POINT (-73.5765662 45.5018414)
30453004,45.5167861,-73.5893161,5,,,POINT (-73.5893161 45.5167861)
30914720,45.5682367,-73.5341551,4,,,POINT (-73.5341551 45.5682367)
30914729,45.5309309,-73.5434971,3,,,POINT (-73.5434971 45.5309309)
31243663,45.5043253,-73.6664506,3,,motorway_junction,POINT (-73.6664506 45.5043253)
31278805,45.5424277,-73.6413903,4,262,,POINT (-73.6413903 45.5424277)
31278811,45.5469768,-73.6598749,4,,,POINT (-73.6598749 45.5469768)
31362124,45.4953053,-73.5885454,3,,,POINT (-73.5885454 45.4953053)
31362125,45.4963815,-73.5866859,4,,,POINT (-73.5866859 45.4963815)
31461015,45.4962259,-73.5879869,3,,,POINT (-73.5879869 45.4962259)
31461017,45.49532,-73.5896725,3,,,POINT (-73.5896725 45.49532)
31629422,45.5249906,-73.5575266,3,,,POINT (-73.5575266 45.5249906)
31630405,45.554453,-73.620908,4,,,POINT (-73.620908 45.554453)
31630568,45.5480538,-73.6246404,4,,,POINT (-73.6246404 45.5480538)
31630861,45.5424759,-73.6120099,4,330,,POINT (-73.6120099 45.5424759)
31631614,45.5126703,-73.5581452,4,,,POINT (-73.5581452 45.5126703)
31699856,45.4875223,-73.6372768,4,425,,POINT (-73.6372768 45.4875223)
31703077,45.4837544,-73.5796067,4,,,POINT (-73.5796067 45.4837544)
31703081,45.4811939,-73.578021,4,,,POINT (-73.578021 45.4811939)
31703083,45.480546,-73.5775069,3,,,POINT (-73.5775069 45.480546)
31703537,45.4806212,-73.5772693,4,,,POINT (-73.5772693 45.4806212)
31703539,45.4812717,-73.5778989,4,,,POINT (-73.5778989 45.4812717)
31703543,45.4838318,-73.5794689,4,,,POINT (-73.5794689 45.4838318)
31703546,45.4856259,-73.580588,4,,,POINT (-73.580588 45.4856259)
31705442,45.5123181,-73.5794448,3,,,POINT (-73.5794448 45.5123181)
31705445,45.5158215,-73.5870711,3,,,POINT (-73.5870711 45.5158215)
31705533,45.5162479,-73.5883112,4,,,POINT (-73.5883112 45.5162479)
31705722,45.5115676,-73.5781926,4,,,POINT (-73.5781926 45.5115676)
31706063,45.5110602,-73.5787397,4,,,POINT (-73.5787397 45.5110602)
31706064,45.5111996,-73.578529,3,,,POINT (-73.578529 45.5111996)
31706123,45.5103997,-73.5786352,3,,,POINT (-73.5786352 45.5103997)
31706267,45.5087139,-73.5798583,3,,,POINT (-73.5798583 45.5087139)
31706407,45.5127653,-73.580783,3,,,POINT (-73.580783 45.5127653)
31706588,45.5072827,-73.5804879,3,,,POINT (-73.5804879 45.5072827)
31706824,45.503348,-73.5794938,4,,,POINT (-73.5794938 45.503348)
31776718,45.5111082,-73.570041,4,,,POINT (-73.570041 45.5111082)
31776971,45.5572669,-73.5627549,3,,,POINT (-73.5627549 45.5572669)
31777010,45.5411311,-73.5736414,4,,,POINT (-73.5736414 45.5411311)
31777023,45.5494563,-73.56821,4,,,POINT (-73.56821 45.5494563)
