osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,access
"[114875712, 465653668, 1316825958, 114875727, 456318009]","['5', '4']",Rue Saint-Antoine Ouest,secondary,"['50', '40']",False,True,197.138,"LINESTRING (-73.5651489 45.4982314, -73.5650839 45.4982887, -73.5650592 45.4983079, -73.5647402 45.4985507, -73.5645989 45.4986544, -73.5645649 45.4986804, -73.5640735 45.4991054, -73.564033 45.4991418, -73.5638438 45.4993171, -73.5638132 45.4993442, -73.5636301 45.4995018, -73.5636027 45.4995232, -73.5635191 45.4995855)",,building_passage,,
"[1317462045, 1317462044, 465653669, 465653670]","['5', '6']",Rue Saint-Antoine Ouest,secondary,50,False,False,104.271,"LINESTRING (-73.5651489 45.4982314, -73.5652245 45.4981664, -73.5652466 45.4981491, -73.5655036 45.4979396, -73.56556 45.4978936, -73.5656915 45.4977864, -73.5659312 45.4975939, -73.5659545 45.4975749, -73.5660211 45.4975204)",,,,
165325230,5,Rue Saint-Antoine Ouest,secondary,40,False,True,16.277,"LINESTRING (-73.5635191 45.4995855, -73.5633727 45.4996899)",,,,
"[114875712, 465653668, 1316825958, 114875727, 456318009]","['5', '4']",Rue Saint-Antoine Ouest,secondary,"['50', '40']",False,False,197.13799999999998,"LINESTRING (-73.5635191 45.4995855, -73.5636027 45.4995232, -73.5636301 45.4995018, -73.5638132 45.4993442, -73.5638438 45.4993171, -73.564033 45.4991418, -73.5640735 45.4991054, -73.5645649 45.4986804, -73.5645989 45.4986544, -73.5647402 45.4985507, -73.5650592 45.4983079, -73.5650839 45.4982887, -73.5651489 45.4982314)",,building_passage,,
"[1316752161, 456321034]",4,Boulevard Robert-Bourassa,secondary,40,True,False,93.721,"LINESTRING (-73.5635191 45.4995855, -73.5633982 45.4995031, -73.5631971 45.4993659, -73.5628096 45.4991014, -73.5627803 45.4990807, -73.5626598 45.4989959)",,,,
165325230,5,Rue Saint-Antoine Ouest,secondary,40,False,False,16.277,"LINESTRING (-73.5633727 45.4996899, -73.5635191 45.4995855)",,,,
456316924,4,Boulevard Robert-Bourassa,secondary,40,True,False,111.719,"LINESTRING (-73.5633727 45.4996899, -73.5634716 45.4997584, -73.5642367 45.5002882, -73.5642737 45.5003136, -73.564393 45.5003956)",,,,
"[422539631, 533386017, 1053449173, 39442471]","['3', '4']",Rue Saint-Antoine Ouest,secondary,,False,False,263.707,"LINESTRING (-73.5633727 45.4996899, -73.5632929 45.4997495, -73.563262 45.4997726, -73.5631505 45.4998832, -73.5629505 45.5001154, -73.5628737 45.5002133, -73.5628678 45.5002208, -73.5628515 45.5002421, -73.5626185 45.5005467, -73.5625124 45.5006887, -73.5623436 45.5009, -73.5620832 45.5012162, -73.5620553 45.5012506, -73.5619827 45.50134, -73.561928 45.5013988, -73.5618697 45.5014575, -73.5618458 45.5014838, -73.5617103 45.5016326, -73.5616856 45.5016598, -73.5616276 45.5017165)",,,,
"[60116382, 274693142]",2,Rue Saint-Antoine Ouest,secondary,"['50', '30']",True,False,666.5819999999998,"LINESTRING (-73.5616276 45.5017165, -73.5615761 45.5017823, -73.5612102 45.5022249, -73.5606721 45.5028737, -73.560443 45.5031224, -73.5604218 45.5031449, -73.5603685 45.5032073, -73.5603073 45.5032754, -73.5599743 45.5036798, -73.5597569 45.5039386, -73.5597084 45.5039964, -73.5596622 45.5040514, -73.5595943 45.5041258, -73.5592939 45.5044848, -73.5592153 45.5045786, -73.5591945 45.5046034, -73.5591642 45.5046396, -73.5591294 45.5046777, -73.5589893 45.5048399, -73.5587898 45.5050705, -73.5586464 45.5052362, -73.5583317 45.5056199, -73.5583119 45.505644, -73.5582908 45.5056714, -73.5582486 45.5057286, -73.5582075 45.5057857, -73.5581075 45.5059075, -73.5580323 45.5059992, -73.5576532 45.5064437, -73.5576217 45.5064786, -73.5575867 45.5065177, -73.5573491 45.5067892, -73.5573324 45.5068085, -73.5572769 45.5068767)",,,,
"[1053449173, 533386017, 39442471, 422539631]","['3', '4']",Rue Saint-Antoine Ouest,secondary,,False,True,263.707,"LINESTRING (-73.5616276 45.5017165, -73.5616856 45.5016598, -73.5617103 45.5016326, -73.5618458 45.5014838, -73.5618697 45.5014575, -73.561928 45.5013988, -73.5619827 45.50134, -73.5620553 45.5012506, -73.5620832 45.5012162, -73.5623436 45.5009, -73.5625124 45.5006887, -73.5626185 45.5005467, -73.5628515 45.5002421, -73.5628678 45.5002208, -73.5628737 45.5002133, -73.5629505 45.5001154, -73.5631505 45.4998832, -73.563262 45.4997726, -73.5632929 45.4997495, -73.5633727 45.4996899)",,,,
133806980,4,Rue Saint-Jacques,secondary,,True,False,109.68000000000002,"LINESTRING (-73.5661519 45.4953774, -73.5658595 45.4956809, -73.5657539 45.4957904, -73.5654621 45.4960933, -73.5654403 45.4961159, -73.5654146 45.4961426, -73.5653643 45.4961948)",,,,
37722302,4,Rue Peel,primary,30,False,True,201.411,"LINESTRING (-73.5653643 45.4961948, -73.5652409 45.4961471, -73.5651978 45.4961333, -73.5651705 45.4961246, -73.5631518 45.4954867, -73.5631287 45.4954794, -73.5630136 45.4954433)",112,,,
354710422,4,Rue Peel,primary,30,False,False,136.35500000000002,"LINESTRING (-73.5653643 45.4961948, -73.5654779 45.4962481, -73.5654948 45.4962561, -73.5659347 45.4964624, -73.5663181 45.4966461, -73.5665637 45.4967681, -73.5666197 45.4967959, -73.5666802 45.4968266, -73.566804 45.4968912)",112,,,
354710423,4,Rue Saint-Jacques,secondary,,False,False,92.671,"LINESTRING (-73.5653643 45.4961948, -73.5653108 45.4962504, -73.5652808 45.4962814, -73.5652532 45.4963109, -73.5647838 45.4968127, -73.5647679 45.4968297, -73.5647074 45.4968894)",,,,
354710423,4,Rue Saint-Jacques,secondary,,False,True,92.671,"LINESTRING (-73.5647074 45.4968894, -73.5647679 45.4968297, -73.5647838 45.4968127, -73.5652532 45.4963109, -73.5652808 45.4962814, -73.5653108 45.4962504, -73.5653643 45.4961948)",,,,
377233442,1,Rue de la Cathédrale,secondary,,True,False,48.382,"LINESTRING (-73.5647074 45.4968894, -73.5645769 45.4968328, -73.5642317 45.4966523, -73.5642013 45.496638)",,,,
"[464718641, 377233443]",4,Rue Saint-Jacques,secondary,,False,False,102.99400000000001,"LINESTRING (-73.5647074 45.4968894, -73.5646395 45.4969628, -73.5646098 45.4969891, -73.564447 45.4971581, -73.5644298 45.4971756, -73.5643224 45.4972881, -73.5642431 45.4973692, -73.5640528 45.4975637, -73.5640343 45.4975826, -73.5639613 45.4976537)",,,,
233054870,4,Boulevard Robert-Bourassa,secondary,40,True,False,13.342,"LINESTRING (-73.5674744 45.5019002, -73.5673717 45.5018042)",,,,
"[1319024096, 1319024097, 455083971, 455083972, 455083982, 385879098, 1221894811]",3,Boulevard René-Lévesque Ouest,secondary,50,True,False,413.16800000000006,"LINESTRING (-73.5674744 45.5019002, -73.5675253 45.501822, -73.5676386 45.5017015, -73.5681573 45.5011613, -73.5682204 45.5010959, -73.5683717 45.5009348, -73.5685715 45.5007193, -73.5686704 45.5006002, -73.5690182 45.5002223, -73.5690347 45.5002066, -73.5690484 45.5001926, -73.5691007 45.5001355, -73.5691603 45.5000727, -73.5694226 45.4997909, -73.5696326 45.4995652, -73.5696544 45.4995425, -73.5697343 45.4994567, -73.5697879 45.4993979, -73.5702795 45.4988683, -73.5703106 45.4988586, -73.5703712 45.4987944)",,,yes,
1041940068,3,Avenue Viger Ouest,secondary,,True,False,16.533,"LINESTRING (-73.564393 45.5003956, -73.5645302 45.5002822)",,,,
"[479572754, 456316923]",4,Boulevard Robert-Bourassa,secondary,40,True,False,280.66,"LINESTRING (-73.564393 45.5003956, -73.5644724 45.5004436, -73.5647712 45.5006451, -73.5650815 45.5008202, -73.565103 45.5008323, -73.565198 45.5008897, -73.5652868 45.5009447, -73.5659079 45.5012869, -73.5659302 45.5012992, -73.5660151 45.5013388, -73.5660912 45.5013774, -73.5671053 45.5018757, -73.5671369 45.5018881, -73.5672404 45.5019344)",,,,
"[4320462, 548252183]","['3', '4']",Autoroute Ville-Marie,trunk,70,True,False,644.3549999999999,"LINESTRING (-73.5627543 45.5018856, -73.5589779 45.5062173, -73.5584525 45.5068343)",136,yes,,
"[19894612, 104476237, 104476236]",2,,trunk_link,70,True,False,402.83399999999995,"LINESTRING (-73.5629606 45.5019688, -73.5633074 45.5014551, -73.5637242 45.5007931, -73.5638564 45.5005549, -73.5639429 45.5003991, -73.5639698 45.5003456, -73.5639917 45.500291, -73.5640086 45.5002355, -73.5640205 45.5001794, -73.5640271 45.5001229, -73.5640286 45.5000662, -73.5640249 45.5000095, -73.564016 45.4999531, -73.564002 45.4998973, -73.5639828 45.4998422, -73.5639587 45.499788, -73.5639297 45.4997351, -73.5638959 45.4996835, -73.5638575 45.4996336, -73.5638146 45.4995855, -73.5637673 45.4995395, -73.563716 45.4994956, -73.5636608 45.4994542, -73.5636018 45.4994153, -73.563523 45.4993665, -73.5627236 45.498858)",,yes,,
"[1316742821, 1314138247, 19895495, 4911721, 428978763, 1314138257]",2,,trunk_link,70,True,False,351.39899999999994,"LINESTRING (-73.5627236 45.498858, -73.56247 45.4987045, -73.5622396 45.4985601, -73.5620927 45.4984729, -73.5618835 45.4983586, -73.5617 45.4982659, -73.5613524 45.498102, -73.5611437 45.4980038, -73.560996 45.4979339, -73.5607964 45.4978397, -73.5604694 45.4976834, -73.5604119 45.4976553, -73.5603554 45.4976262, -73.5603102 45.4976026, -73.5602712 45.4975804, -73.5601549 45.4975084, -73.5599903 45.4974023, -73.5599254 45.49736, -73.5598626 45.4973221, -73.5597972 45.4972851, -73.5597467 45.4972575, -73.5596892 45.4972279, -73.5596296 45.4971976, -73.5595703 45.497169, -73.5594708 45.4971261, -73.5593891 45.4970909, -73.5592351 45.4970273, -73.5592086 45.4970147, -73.5591535 45.496948)",,yes,,
"[19914256, 548252186, 1316742822, 1316742823]","['2', '3']",,trunk_link,70,True,False,247.03300000000002,"LINESTRING (-73.5627236 45.498858, -73.5625402 45.4986439, -73.5624827 45.498565, -73.5624321 45.4984867, -73.5624042 45.4984358, -73.5623853 45.4983903, -73.5623708 45.4983402, -73.5623642 45.4982935, -73.5623602 45.4982495, -73.5623597 45.4981944, -73.5623642 45.4981516, -73.5623712 45.4981141, -73.5623829 45.4980791, -73.5623997 45.4980396, -73.5624197 45.4980001, -73.5624445 45.497961, -73.5624771 45.4979183, -73.5625193 45.4978701, -73.5625654 45.4978193, -73.5626033 45.4977823, -73.5626439 45.4977483, -73.5626772 45.4977241, -73.5627124 45.4977005, -73.562749 45.4976781, -73.5627849 45.4976589, -73.5628201 45.4976425, -73.5628546 45.4976275, -73.5629117 45.4976048, -73.5629689 45.497587, -73.563028 45.4975706, -73.5630839 45.4975592, -73.5631435 45.497549, -73.5632037 45.4975418, -73.5632654 45.4975364, -73.5634725 45.4975495, -73.5636311 45.4975748, -73.5637948 45.4976125, -73.563823 45.497619, -73.5639613 45.4976537)",,yes,,
37722302,4,Rue Peel,primary,30,False,False,201.411,"LINESTRING (-73.5630136 45.4954433, -73.5631287 45.4954794, -73.5631518 45.4954867, -73.5651705 45.4961246, -73.5651978 45.4961333, -73.5652409 45.4961471, -73.5653643 45.4961948)",112,,,
38700726,4,Rue Notre-Dame Ouest,secondary,40,False,True,59.599000000000004,"LINESTRING (-73.5630136 45.4954433, -73.5629794 45.4954947, -73.5629608 45.4955252, -73.5629435 45.4955516, -73.5627416 45.4958601, -73.5627005 45.4959322)",,,,
"[1316752163, 1316742824, 1316742827, 19914255, 352905244]","['2', '1']",,trunk_link,70,True,False,533.3379999999997,"LINESTRING (-73.5625954 45.4971457, -73.5625116 45.4972348, -73.5623265 45.4974353, -73.5622727 45.4975068, -73.5622287 45.4975797, -73.5621912 45.4976541, -73.5621537 45.4977435, -73.5621181 45.4978629, -73.5621013 45.497935, -73.5620884 45.4979989, -73.5620766 45.4981107, -73.5620801 45.498202, -73.5620914 45.4982832, -73.5621103 45.4983591, -73.5621368 45.498444, -73.562168 45.4985316, -73.5621953 45.4986032, -73.5622198 45.4986612, -73.562244 45.4987128, -73.5622691 45.4987602, -73.5622988 45.4988097, -73.5623311 45.4988585, -73.5623603 45.498898, -73.5623881 45.4989311, -73.5624199 45.4989662, -73.5624502 45.4989983, -73.5624998 45.4990505, -73.5628085 45.4993389, -73.5628482 45.4993774, -73.5629026 45.4994291, -73.5629557 45.4994905, -73.562992 45.4995375, -73.5630237 45.499581, -73.5630517 45.4996226, -73.5630787 45.4996677, -73.5631061 45.4997199, -73.563138 45.4997902, -73.5631715 45.4998712, -73.5631981 45.499941, -73.563219 45.5000019, -73.5632377 45.5000609, -73.5632534 45.5001158, -73.5632647 45.5001603, -73.5632722 45.5001977, -73.5632782 45.5002388, -73.5632825 45.500277, -73.5632863 45.5003291, -73.5632833 45.5003847, -73.5632745 45.5005057, -73.5632436 45.5007122, -73.5631934 45.5009236, -73.5631615 45.5010585, -73.5631171 45.5012024, -73.562959 45.5016318)",,yes,,
"[1316742826, 19895958]",1,,trunk_link,50,True,False,156.882,"LINESTRING (-73.5642013 45.496638, -73.5639052 45.4965576, -73.5636205 45.4965334, -73.5634214 45.4965557, -73.5633323 45.496572, -73.5631473 45.4966485, -73.5630921 45.4966851, -73.5630486 45.4967218, -73.5629897 45.4967703, -73.5625954 45.4971457)",,,,
377233441,1,Rue de la Cathédrale,secondary,,True,False,140.873,"LINESTRING (-73.5642013 45.496638, -73.5632024 45.4961667, -73.5628819 45.4960132, -73.5628419 45.4959941, -73.5627005 45.4959322)",,,,
219132792,,Rue Peel,primary,30,True,False,124.569,"LINESTRING (-73.5733798 45.5002531, -73.5734434 45.5002836, -73.5736252 45.5003706, -73.5745033 45.500791, -73.574605 45.5008397, -73.574642 45.5008574, -73.5746996 45.500885)",112,,,
19899781,1,,trunk_link,,True,False,61.785,"LINESTRING (-73.5671688 45.4952896, -73.5671823 45.495425, -73.5671742 45.4955181, -73.5671519 45.4956118, -73.5671047 45.4957048, -73.5670324 45.4958277)",,,,
313639762,1,,trunk_link,,True,False,58.967,"LINESTRING (-73.5671688 45.4952896, -73.5671206 45.49542, -73.567069 45.4955712, -73.567018 45.4956586, -73.5669651 45.4957079, -73.5669225 45.4957272, -73.5668548 45.495737)",,,,
455083997,2,Rue Peel,primary,30,True,False,17.941,"LINESTRING (-73.5703712 45.4987944, -73.5703158 45.4986378)",112,,,
36672938,2,Rue Peel,primary,30,True,False,196.506,"LINESTRING (-73.5703712 45.4987944, -73.5704625 45.4988358, -73.570488 45.4988485, -73.5707865 45.4989959, -73.5715568 45.4993749, -73.5716264 45.4994082, -73.5718206 45.4995064, -73.5720784 45.4996302, -73.5724387 45.4998057)",112,,,
439879819,1,Rue Peel,primary,30,True,False,13.244,"LINESTRING (-73.5702385 45.49872, -73.5703712 45.4987944)",112,,,
"[455083969, 439879818, 1319024095, 455083983, 1221894810, 1319024094, 455083967]",3,Boulevard René-Lévesque Ouest,secondary,50,True,False,409.37899999999996,"LINESTRING (-73.5702385 45.49872, -73.5701952 45.498766, -73.5701228 45.498843, -73.569856 45.4991268, -73.5697401 45.4992501, -73.5697151 45.4992767, -73.5696652 45.4993342, -73.5695379 45.4994678, -73.5694895 45.4995174, -73.5692442 45.4997847, -73.5691704 45.4998597, -73.5690461 45.49999, -73.5690269 45.5000108, -73.5689702 45.5000715, -73.5689135 45.5001293, -73.5688995 45.5001437, -73.5685335 45.5005358, -73.5681519 45.5009827, -73.5680991 45.5010403, -73.5675212 45.5016471, -73.5674595 45.5017119, -73.5674387 45.5017318, -73.5673717 45.5018042)",,,yes,
408865322,4,Avenue du Parc,secondary,40,True,False,104.18299999999999,"LINESTRING (-73.5793076 45.5120839, -73.5791886 45.5120191, -73.5791429 45.5119973, -73.5783312 45.5116326, -73.5782906 45.5116147, -73.5782608 45.5115998, -73.5781926 45.5115676)",,,,
356979511,1,Autoroute Ville-Marie,trunk_link,70,True,False,164.355,"LINESTRING (-73.5581987 45.5077319, -73.558385 45.5074936, -73.5586396 45.5071596, -73.5588113 45.5069322, -73.5588299 45.5069071, -73.5588531 45.5068735, -73.5588778 45.5068382, -73.5589024 45.5067978, -73.558926 45.506754, -73.5589573 45.5066891, -73.5589837 45.5066334, -73.5590034 45.5065909, -73.559022 45.5065539, -73.559138 45.5064119)",,,,
"[976483882, 34287015]",1,Autoroute Ville-Marie,trunk_link,50,True,False,179.365,"LINESTRING (-73.5574362 45.5092459, -73.5575294 45.5088984, -73.5575561 45.5088279, -73.5575902 45.508746, -73.557637 45.5086376, -73.5576474 45.5086174, -73.5576539 45.5086068, -73.557795 45.5083498, -73.5581987 45.5077319)",,,,
"[352905364, 1099463941, 976492007]",3,Avenue Viger Est,secondary,50,True,False,216.665,"LINESTRING (-73.5574362 45.5092459, -73.5575161 45.5090692, -73.5575843 45.5089308, -73.5576176 45.5088729, -73.5576403 45.5088361, -73.5577743 45.508646, -73.5579467 45.5084042, -73.5580895 45.5081962, -73.5582412 45.5079875, -73.5586014 45.5075947, -73.5586183 45.507577, -73.5586526 45.5075428, -73.5586831 45.5075128)",,,,
455083966,3,Boulevard René-Lévesque Ouest,secondary,50,True,False,10.947,"LINESTRING (-73.5703158 45.4986378, -73.5702385 45.49872)",,,,
"[36672936, 883378245, 1317462062]",2,Rue Peel,primary,30,True,False,336.836,"LINESTRING (-73.5703158 45.4986378, -73.5702582 45.4985927, -73.5702146 45.4985585, -73.5700581 45.4984322, -73.5698272 45.4983147, -73.5695833 45.498195, -73.5688091 45.4978378, -73.5687407 45.4978063, -73.568649 45.4977627, -73.5685985 45.4977399, -73.568038 45.4974694, -73.5670493 45.4969752, -73.5670015 45.4969525, -73.5669783 45.4969454, -73.566804 45.4968912)",112,,,
456318007,4,Boulevard Robert-Bourassa,secondary,40,True,False,110.506,"LINESTRING (-73.5645302 45.5002822, -73.5636467 45.4996727, -73.56362 45.4996545, -73.5635191 45.4995855)",,,,
"[1161148075, 1316756716, 1316756717, 356391598, 464718640, 1316756691, 1191882459]","['5', '4']",Rue Saint-Jacques,secondary,40,False,False,180.46,"LINESTRING (-73.5639613 45.4976537, -73.5638951 45.4977206, -73.5638764 45.4977396, -73.5635586 45.4980658, -73.5633978 45.4982361, -73.5633385 45.4982971, -73.5633109 45.498326, -73.5630633 45.4985804, -73.5629814 45.4986647, -73.562896 45.4987533, -73.5627535 45.4989007, -73.5627297 45.4989258, -73.5626598 45.4989959)",,yes,,
"[464718641, 377233443]",4,Rue Saint-Jacques,secondary,,False,True,102.994,"LINESTRING (-73.5639613 45.4976537, -73.5640343 45.4975826, -73.5640528 45.4975637, -73.5642431 45.4973692, -73.5643224 45.4972881, -73.5644298 45.4971756, -73.564447 45.4971581, -73.5646098 45.4969891, -73.5646395 45.4969628, -73.5647074 45.4968894)",,,,
674290279,1,Rue Mansfield,secondary,30,True,False,112.68199999999999,"LINESTRING (-73.5639613 45.4976537, -73.5640624 45.4977006, -73.5649932 45.4981538, -73.5650245 45.4981719, -73.5651489 45.4982314)",,,,
"[1316742825, 474555858]",1,,trunk_link,50,True,False,99.272,"LINESTRING (-73.563018 45.4963284, -73.563039 45.4964428, -73.5630351 45.4964683, -73.5630213 45.4965573, -73.5629858 45.4966462, -73.5629574 45.4966939, -73.5629227 45.4967422, -73.5628709 45.4968041, -73.5625954 45.4971457)",,,,
104476234,3,Autoroute Ville-Marie,trunk,70,True,False,32.455,"LINESTRING (-73.562959 45.5016318, -73.5629206 45.5016903, -73.5628761 45.5017467, -73.5627543 45.5018856)",136,yes,,
"[165334552, 165334553]",2,Rue Ontario Ouest,secondary,40,False,True,158.115,"LINESTRING (-73.5674456 45.5099219, -73.5673687 45.5100316, -73.5673254 45.5101156, -73.567074 45.5106032, -73.5670192 45.5107345, -73.5669736 45.510853, -73.5668489 45.5111089, -73.5668079 45.511192, -73.5667781 45.5112631)",,,,
"[34144392, 1280928425, 453989322, 453989323, 329384205]",2,Rue Saint-Urbain,secondary,40,True,False,447.142,"LINESTRING (-73.5674456 45.5099219, -73.5674 45.5099066, -73.5672504 45.5098566, -73.5671696 45.5098295, -73.5671009 45.5098035, -73.5670672 45.5097907, -73.5663841 45.5094804, -73.5663592 45.5094683, -73.5663015 45.509442, -73.5658791 45.5092449, -73.5658005 45.5092076, -73.5656203 45.509122, -73.5653533 45.5089931, -73.5649233 45.5087856, -73.5648868 45.5087669, -73.5648107 45.5087312, -73.5647236 45.5086901, -73.5638686 45.5083025, -73.5638027 45.5082726, -73.56375 45.5082487, -73.5636017 45.5081813, -73.5627635 45.5078006, -73.5627374 45.5077888, -73.5626294 45.5077404)",,,,
465417749,4,Avenue des Pins Ouest,secondary,40,False,True,16.656,"LINESTRING (-73.5780791 45.5116945, -73.5781363 45.511633, -73.5781926 45.5115676)",,,,
133806979,,Avenue du Docteur-Penfield,secondary,50,True,False,98.611,"LINESTRING (-73.5795371 45.5066775, -73.5796425 45.506694, -73.5798391 45.5067675, -73.5798916 45.506786, -73.5801356 45.5068736, -73.5802299 45.5069008, -73.5804028 45.506936, -73.580463 45.5069468, -73.5804797 45.506946, -73.5805196 45.5069441, -73.5805698 45.5069148, -73.5806409 45.506834)",,,,
475873782,,Avenue du Docteur-Penfield,secondary,50,True,False,107.821,"LINESTRING (-73.5795371 45.5066775, -73.5795862 45.5067236, -73.5796655 45.5067679, -73.5797872 45.5068242, -73.5799453 45.506892, -73.5802034 45.5069766, -73.580352 45.5070263, -73.5804045 45.5070504, -73.5804273 45.5070626, -73.580456 45.5070878, -73.5804858 45.5071689, -73.5804862 45.5071912, -73.5804879 45.5072827)",,,,
"[1167581066, 475873781]",2,Avenue des Pins Ouest,secondary,,True,False,278.81600000000003,"LINESTRING (-73.5806409 45.506834, -73.5806502 45.5068063, -73.5808553 45.5061956, -73.5811686 45.505368, -73.5811888 45.5053147, -73.5812316 45.50526, -73.5817139 45.5047721, -73.581813 45.5046764, -73.5818968 45.5045964, -73.5819531 45.5045425)",,,,
165325231,4,Boulevard Robert-Bourassa,secondary,40,True,False,156.116,"LINESTRING (-73.5689852 45.5027795, -73.5689532 45.5026704, -73.5688926 45.5026242, -73.5682539 45.5023094, -73.5678557 45.5021004, -73.5675772 45.5019542, -73.5675379 45.5019332, -73.5674744 45.5019002)",,,,
"[165325606, 329384202, 132093451, 329384215, 1249038969]",2,Boulevard Robert-Bourassa,secondary,40,True,False,426.808,"LINESTRING (-73.5689852 45.5027795, -73.5690625 45.5028163, -73.5693817 45.5029721, -73.5697152 45.5031352, -73.5697977 45.5031755, -73.5701678 45.5033537, -73.5707361 45.5036261, -73.5709833 45.5037446, -73.5714671 45.5039766, -73.5715096 45.503997, -73.5715618 45.504022, -73.5716077 45.504044, -73.5716917 45.5040852, -73.5723584 45.5044121, -73.572387 45.5044261, -73.5724145 45.5044396, -73.5724798 45.5044716, -73.5725393 45.5045008, -73.5730009 45.5047271, -73.5733527 45.5048996, -73.5733748 45.5049105, -73.5734869 45.5049654)",,,,
25367384,2,Rue Jean-D'Estrées,secondary,,False,True,17.127,"LINESTRING (-73.5670324 45.4958277, -73.5668548 45.495737)",,,,no
313639760,3,Rue Jean-D'Estrées,secondary,30,True,False,60.449,"LINESTRING (-73.5670324 45.4958277, -73.5674753 45.4960617, -73.5675828 45.4961167, -73.5676528 45.4961539)",,,,
25367384,2,Rue Jean-D'Estrées,secondary,,False,False,17.127,"LINESTRING (-73.5668548 45.495737, -73.5670324 45.4958277)",,,,no
313639754,3,Rue Jean-D'Estrées,secondary,,True,False,67.827,"LINESTRING (-73.5668548 45.495737, -73.5662836 45.495445, -73.5662525 45.4954291, -73.5661519 45.4953774)",,,,
19895957,1,,trunk_link,50,True,False,50.92800000000001,"LINESTRING (-73.5627005 45.4959322, -73.5628027 45.4960641, -73.562837 45.4961125, -73.5629132 45.4961713, -73.5629706 45.4962355, -73.563018 45.4963284)",,,,
38700726,4,Rue Notre-Dame Ouest,secondary,40,False,False,59.599,"LINESTRING (-73.5627005 45.4959322, -73.5627416 45.4958601, -73.5629435 45.4955516, -73.5629608 45.4955252, -73.5629794 45.4954947, -73.5630136 45.4954433)",,,,
474555863,4,Rue Notre-Dame Ouest,secondary,40,False,True,43.486999999999995,"LINESTRING (-73.5627005 45.4959322, -73.5626197 45.4960868, -73.5625706 45.4961659, -73.5624983 45.4962966)",,,,
48678926,1,,trunk_link,50,True,False,44.71699999999999,"LINESTRING (-73.5624983 45.4962966, -73.5626805 45.4962471, -73.5627568 45.4962383, -73.5628173 45.4962395, -73.5628753 45.4962517, -73.5629317 45.4962797, -73.563018 45.4963284)",,,,
474555863,4,Rue Notre-Dame Ouest,secondary,40,False,False,43.487,"LINESTRING (-73.5624983 45.4962966, -73.5625706 45.4961659, -73.5626197 45.4960868, -73.5627005 45.4959322)",,,,
"[474555867, 352392845]",4,Rue Notre-Dame Ouest,secondary,40,False,True,206.76299999999998,"LINESTRING (-73.5624983 45.4962966, -73.562388 45.4964881, -73.5623143 45.4966205, -73.5620945 45.4970198, -73.5620834 45.49704, -73.562049 45.4971063, -73.5620152 45.4971734, -73.5620009 45.4971992, -73.5617865 45.4975861, -73.5617786 45.4976004, -73.561593 45.4979117, -73.5615869 45.4979219, -73.5615738 45.4979499, -73.5615389 45.4980297)",,,,
456321033,2,Rue Saint-Jacques,secondary,40,False,True,17.903,"LINESTRING (-73.5625314 45.4991294, -73.5626598 45.4989959)",,,,
456316925,4,Boulevard Robert-Bourassa,secondary,40,True,False,90.48,"LINESTRING (-73.5625314 45.4991294, -73.5626296 45.4991892, -73.5632195 45.4995828, -73.5632525 45.4996059, -73.5633727 45.4996899)",,,,
456321033,2,Rue Saint-Jacques,secondary,40,False,False,17.903,"LINESTRING (-73.5626598 45.4989959, -73.5625314 45.4991294)",,,,
"[1161148106, 300627773]",4,Boulevard Robert-Bourassa,secondary,"['50', '40']",True,False,138.80100000000002,"LINESTRING (-73.5626598 45.4989959, -73.5625606 45.4989264, -73.5624905 45.4988749, -73.5624214 45.4988234, -73.5623535 45.4987676, -73.5622872 45.4987107, -73.5621983 45.4986301, -73.5621371 45.4985738, -73.5621035 45.4985413, -73.5620747 45.4985139, -73.5620306 45.4984662, -73.5619822 45.4984161, -73.5619333 45.4983645, -73.561888 45.4983182, -73.5618206 45.4982522, -73.5617745 45.4982096, -73.5617352 45.4981752, -73.5616924 45.4981411, -73.5616551 45.4981129, -73.5616262 45.4980934, -73.5615389 45.4980297)",,,,
"[1161148075, 1316756716, 1316756717, 356391598, 464718640, 1316756691, 1191882459]","['5', '4']",Rue Saint-Jacques,secondary,40,False,True,180.45999999999998,"LINESTRING (-73.5626598 45.4989959, -73.5627297 45.4989258, -73.5627535 45.4989007, -73.562896 45.4987533, -73.5629814 45.4986647, -73.5630633 45.4985804, -73.5633109 45.498326, -73.5633385 45.4982971, -73.5633978 45.4982361, -73.5635586 45.4980658, -73.5638764 45.4977396, -73.5638951 45.4977206, -73.5639613 45.4976537)",,yes,,
"[474555867, 352392845]",4,Rue Notre-Dame Ouest,secondary,40,False,False,206.763,"LINESTRING (-73.5615389 45.4980297, -73.5615738 45.4979499, -73.5615869 45.4979219, -73.561593 45.4979117, -73.5617786 45.4976004, -73.5617865 45.4975861, -73.5620009 45.4971992, -73.5620152 45.4971734, -73.562049 45.4971063, -73.5620834 45.49704, -73.5620945 45.4970198, -73.5623143 45.4966205, -73.562388 45.4964881, -73.5624983 45.4962966)",,,,
